property_id,id,full_address,street_address,unit,city,state,zip_code,county,latitude,longitude,property_type,bedrooms,bathrooms,sqft,lot_size_sqft,year_built,building_age,last_sale_price,last_sale_date,days_since_sale,price_per_sqft,assessed_value,tax_year,annual_tax,owner_name,owner_occupied,assessor_id,building_age_grp
P-100199,10199,"1137 Adams St, Apt 21D, Los Angeles, CA 95848",1137 Adams St,Apt 21D,Los Angeles,CA,95848,Los Angeles,29.327306,-95.702569,Condo,7,2.5,6087,11629,1986,38,2045464.68,05/06/2018,2870,336.04,2015747.57,2023,32132.14,Sarah Walker,True,CA-LO-98643,Mid-age
P-100202,10202,"5090 Birch St, Apt 8A, Honolulu, HI 83706",5090 Birch St,Apt 8A,Honolulu,HI,83706,Honolulu,26.481558,-98.58173,Townhouse,3,1.0,2426,9871,1962,62,2158460.08,02/05/2019,2539,889.72,2115259.25,2024,33603.02,Melissa Lewis,True,HI-HO-96364,Old
P-100204,10204,"1865 Willow Way, Apt 16E, Nashville, TN 16094",1865 Willow Way,Apt 16E,Nashville,TN,16094,Davidson,45.555603,-84.140437,Townhouse,1,4.5,4346,15134,1995,29,865828.45,09/10/2024,552,199.22,943022.62,2022,13545.93,Patricia Scott,False,TN-DA-86692,Mid-age
P-100205,10205,"9579 Washington Ave, Apt 14E, Atlanta, GA 26827",9579 Washington Ave,Apt 14E,Atlanta,GA,26827,Fulton,23.74418,-99.795602,Townhouse,3,5.0,3751,10610,1997,27,834409.99,25/09/2017,3123,222.45,729667.87,2023,14274.58,Charles Lewis,False,GA-FU-28111,Mid-age
P-100206,10206,"4997 Ridgewood Rd, Apt 25C, Cambridge, MA 82559",4997 Ridgewood Rd,Apt 25C,Cambridge,MA,82559,Middlesex,37.763457,-139.52265,Townhouse,6,3.0,6224,11881,2006,18,854648.77,26/04/2018,2910,137.32,850397.68,2022,11945.3,George Green,True,MA-MI-25126,New
P-100207,10207,"7970 Willow Way, Apt 9B, Fort Wayne, IN 98374",7970 Willow Way,Apt 9B,Fort Wayne,IN,98374,Allen,40.818521,-83.799131,Condo,7,4.0,704,9268,1933,91,139712.27,26/08/2024,596,198.45,113993.97,2022,1185.4,Ronald Hernandez,False,IN-AL-99573,Old
P-100214,10214,"8519 Pine Rd, Apt 21A, Henderson, NV 22577",8519 Pine Rd,Apt 21A,Henderson,NV,22577,Clark,25.435962,-73.80397,Condo,5,1.0,5735,6807,1946,78,642861.4,10/08/2017,3169,112.09,555401.74,2024,7270.49,Michael Wilson,True,NV-CL-67047,Old
P-100216,10216,"8862 Main St, Apt 1D, Tampa, FL 94072",8862 Main St,Apt 1D,Tampa,FL,94072,Hillsborough,40.087571,-151.49833,Townhouse,1,1.5,3530,11768,1933,91,346072.55,04/08/2018,2810,98.04,308144.8,2022,3506.14,Donald Harris,True,FL-HI-96602,Old
P-100218,10218,"8900 Pine Rd, Apt 28E, Troy, MI 49936",8900 Pine Rd,Apt 28E,Troy,MI,49936,Oakland,26.566402,-92.495548,Townhouse,2,4.0,5891,14288,1938,86,245544.4,22/10/2023,905,41.68,241877.31,2023,2499.06,Susan Nelson,False,MI-OA-17128,Old
P-100219,10219,"9105 Elm St, Apt 20C, St. Louis, MO 48096",9105 Elm St,Apt 20C,St. Louis,MO,48096,St. Louis,38.799659,-135.190178,Condo,6,4.5,3310,9161,1936,88,643610.54,27/08/2023,961,194.44,534205.45,2024,4721.15,Richard Lee,True,MO-ST-53036,Old
P-100220,10220,"2596 Meadow Ln, Apt 16E, New Orleans, LA 51462",2596 Meadow Ln,Apt 16E,New Orleans,LA,51462,Orleans,46.404461,-142.328363,Townhouse,2,2.5,6434,16933,1975,49,335810.27,02/04/2022,1473,52.19,282178.6,2024,3380.15,Steven Robinson,True,LA-OR-50038,Mid-age
P-100221,10221,"2979 Pine Rd, Apt 7A, Fort Lauderdale, FL 46780",2979 Pine Rd,Apt 7A,Fort Lauderdale,FL,46780,Broward,43.755912,-144.819855,Condo,2,3.0,5733,6985,2013,11,178811.97,27/01/2026,77,31.19,188624.49,2024,1579.6,Donna Nguyen,True,FL-BR-87337,New
P-100222,10222,"4369 Riverside Dr, Apt 5D, Indianapolis, IN 95709",4369 Riverside Dr,Apt 5D,Indianapolis,IN,95709,Marion,41.542727,-125.173779,Condo,7,3.0,1696,9309,1984,40,518121.35,31/10/2021,1626,305.5,471055.03,2022,7514.34,Michelle Baker,True,IN-MA-77388,Mid-age
P-100225,10225,"7998 Main St, Apt 24A, Fairfax, VA 75776",7998 Main St,Apt 24A,Fairfax,VA,75776,Fairfax,44.373907,-118.728813,Condo,1,5.0,5871,10471,1947,77,480288.49,08/07/2024,645,81.81,436422.25,2024,7769.83,Brian Anderson,True,VA-FA-53283,Old
P-100227,10227,"6742 Oak Ave, Apt 6C, Charleston, SC 96736",6742 Oak Ave,Apt 6C,Charleston,SC,96736,Charleston,42.764538,-74.588913,Condo,4,4.5,4545,7339,1948,76,767683.59,18/07/2019,2462,168.91,647014.2,2024,11546.25,Susan Flores,False,SC-CH-44671,Old
P-100229,10229,"2025 Pine Rd, Apt 12E, Boston, MA 73208",2025 Pine Rd,Apt 12E,Boston,MA,73208,Suffolk,38.473904,-78.527326,Condo,7,1.0,6158,16795,1975,49,2042234.9,16/02/2022,1518,331.64,2169766.94,2024,31153.08,Joseph Walker,False,MA-SU-59969,Mid-age
P-100231,10231,"6798 Meadow Ln, Apt 18D, Las Vegas, NV 23970",6798 Meadow Ln,Apt 18D,Las Vegas,NV,23970,Clark,25.101632,-100.312894,Condo,3,5.0,4069,13320,1966,58,597266.93,26/08/2018,2788,146.78,549029.41,2022,7114.73,Emily Walker,True,NV-CL-83281,Old
P-100236,10236,"4377 Washington Ave, Apt 25C, Austin, TX 63363",4377 Washington Ave,Apt 25C,Austin,TX,63363,Travis,34.41531,-108.399128,Condo,3,3.5,1558,9967,1952,72,803368.18,01/03/2017,3331,515.64,833909.65,2023,16678.19,Anthony Torres,True,TX-TR-41886,Old
P-100237,10237,"7648 Oak Ave, Apt 3E, Kansas City, MO 73172",7648 Oak Ave,Apt 3E,Kansas City,MO,73172,Jackson,24.08111,-151.122779,Condo,6,2.5,3186,9943,1965,59,522873.29,05/03/2026,40,164.12,528230.42,2023,5799.49,Jennifer Sanchez,False,MO-JA-54825,Old
P-100240,10240,"2201 Cedar Ln, Apt 7D, Lexington, KY 78909",2201 Cedar Ln,Apt 7D,Lexington,KY,78909,Fayette,42.180653,-115.386153,Condo,1,5.0,3444,9894,2007,17,725205.09,26/02/2021,1873,210.57,792614.47,2024,11269.76,Daniel Hall,True,KY-FA-98356,New
P-100241,10241,"1750 Ridgewood Rd, Apt 9D, New Orleans, LA 57395",1750 Ridgewood Rd,Apt 9D,New Orleans,LA,57395,Orleans,37.23862,-134.406033,Condo,3,2.5,2806,10528,1998,26,387615.24,21/03/2024,754,138.14,368091.45,2022,4795.91,Ronald White,True,LA-OR-62506,Mid-age
P-100242,10242,"9461 Lake Dr, Apt 29E, Decatur, GA 85483",9461 Lake Dr,Apt 29E,Decatur,GA,85483,DeKalb,39.179316,-86.165412,Condo,7,2.5,5149,12230,1968,56,272929.31,24/04/2017,3277,53.01,296877.32,2022,4060.05,James Lopez,True,GA-DE-27625,Old
P-100248,10248,"7754 Jackson Dr, Apt 15C, Rockville, MD 81898",7754 Jackson Dr,Apt 15C,Rockville,MD,81898,Montgomery,32.788391,-72.649823,Condo,2,4.5,5769,16186,1992,32,821972.85,09/02/2019,2621,142.48,815280.74,2023,15414.58,Steven Wright,True,MD-MO-21738,Mid-age
P-100258,10258,"2727 Elm St, Apt 24A, Indianapolis, IN 79617",2727 Elm St,Apt 24A,Indianapolis,IN,79617,Marion,25.108175,-131.276478,Condo,5,3.5,4319,4330,2019,5,617660.33,12/01/2022,1553,143.01,630073.65,2022,9726.33,Margaret Roberts,False,IN-MA-52034,New
P-100261,10261,"1094 Meadow Ln, Apt 18D, St. Louis, MO 83140",1094 Meadow Ln,Apt 18D,St. Louis,MO,83140,St. Louis,40.702152,-79.532537,Townhouse,7,1.0,5653,10008,1987,37,151709.46,29/06/2025,289,26.84,159346.05,2022,3080.99,Kimberly Miller,True,MO-ST-40279,Mid-age
P-100262,10262,"3264 Monroe Blvd, Apt 22B, Lawrenceville, GA 84714",3264 Monroe Blvd,Apt 22B,Lawrenceville,GA,84714,Gwinnett,37.571114,-141.435883,Condo,4,1.5,5831,15277,1965,59,646104.2,28/05/2018,2878,110.81,645828.12,2022,6459.39,Susan Scott,True,GA-GW-54238,Old
P-100263,10263,"9929 Harbor View Blvd, Apt 12D, Salt Lake City, UT 56179",9929 Harbor View Blvd,Apt 12D,Salt Lake City,UT,56179,Salt Lake,44.915852,-109.142923,Townhouse,7,3.5,3977,14352,1975,49,764400.88,28/08/2022,1325,192.21,751042.22,2024,10925.8,Anthony Roberts,True,UT-SA-43303,Mid-age
P-100264,10264,"6605 Main St, Apt 5A, Eugene, OR 14543",6605 Main St,Apt 5A,Eugene,OR,14543,Lane,47.048346,-105.168634,Condo,2,3.0,653,5573,1948,76,557787.38,02/10/2022,1290,854.19,449861.33,2024,8038.14,Emily Allen,True,OR-LA-84922,Old
P-100265,10265,"7642 Hillcrest Ave, Apt 27A, Fort Worth, TX 30461",7642 Hillcrest Ave,Apt 27A,Fort Worth,TX,30461,Tarrant,24.667817,-125.063788,Townhouse,2,2.5,2699,7619,1931,93,564979.98,26/11/2019,2331,209.33,607559.44,2024,12151.19,Daniel Walker,True,TX-TA-85527,Old
P-100266,10266,"5021 Maple Dr, Apt 2C, Oklahoma City, OK 85534",5021 Maple Dr,Apt 2C,Oklahoma City,OK,85534,Oklahoma,31.110972,-89.129394,Townhouse,3,4.0,4012,5986,2018,6,296839.78,18/12/2018,2674,73.99,313119.5,2022,4886.74,Kevin Harris,True,OK-OK-78731,New
P-100270,10270,"2489 Harbor View Blvd, Apt 1C, Omaha, NE 15882",2489 Harbor View Blvd,Apt 1C,Omaha,NE,15882,Douglas,45.49165,-136.686405,Townhouse,2,1.5,1520,2413,1951,73,860173.91,17/08/2024,605,565.9,912322.56,2023,7448.93,George Davis,True,NE-DO-71759,Old
P-100271,10271,"8914 Jefferson St, Apt 9A, Naperville, IL 36712",8914 Jefferson St,Apt 9A,Naperville,IL,36712,DuPage,35.480242,-91.719102,Condo,4,2.0,6294,17742,2005,19,134343.04,30/09/2019,2388,21.34,143990.49,2024,3023.8,William Brown,True,IL-DU-90997,New
P-100272,10272,"236 Elm St, Apt 3B, St. Louis, MO 60940",236 Elm St,Apt 3B,St. Louis,MO,60940,St. Louis,38.49988,-99.320598,Townhouse,7,1.5,756,5548,2003,21,421488.12,05/01/2022,1560,557.52,401493.61,2024,3691.83,Daniel Young,False,MO-ST-79672,Mid-age
P-100273,10273,"8302 Lakeshore Dr, Apt 9A, Chicago, IL 83490",8302 Lakeshore Dr,Apt 9A,Chicago,IL,83490,Cook,45.548274,-155.130504,Condo,5,3.0,3332,11359,1970,54,700624.76,28/01/2026,76,210.27,633388.58,2023,13301.16,Lisa Thomas,False,IL-CO-75700,Old
P-100274,10274,"4321 Forest Glen Rd, Apt 19B, Albuquerque, NM 13862",4321 Forest Glen Rd,Apt 19B,Albuquerque,NM,13862,Bernalillo,46.019623,-74.426872,Condo,2,3.5,3818,14581,1937,87,188480.11,30/12/2021,1566,49.37,180227.57,2024,2766.38,Kevin Baker,True,NM-BE-41504,Old
P-100277,10277,"3126 Oak Ave, Apt 6D, Jacksonville, FL 90213",3126 Oak Ave,Apt 6D,Jacksonville,FL,90213,Duval,37.349082,-104.312408,Townhouse,2,2.5,2491,13752,1923,101,400223.84,26/07/2018,2819,160.67,413810.59,2022,5804.89,Joshua Walker,False,FL-DU-59015,Old
P-100279,10279,"7105 Creekside Dr, Apt 24A, Charlotte, NC 15482",7105 Creekside Dr,Apt 24A,Charlotte,NC,15482,Mecklenburg,37.110144,-85.283419,Townhouse,4,5.0,4902,15410,2010,14,733797.49,11/06/2020,2133,149.69,611102.8,2023,10953.48,Robert Thomas,True,NC-ME-61853,New
P-100280,10280,"6447 Cedar Ln, Apt 4B, Fort Wayne, IN 34884",6447 Cedar Ln,Apt 4B,Fort Wayne,IN,34884,Allen,28.716253,-122.370529,Condo,7,3.0,4379,7106,1974,50,349647.39,02/09/2025,224,79.85,352089.99,2022,4775.38,Carol Lewis,True,IN-AL-75622,Old
P-100282,10282,"6046 Pine Rd, Apt 25A, Honolulu, HI 78657",6046 Pine Rd,Apt 25A,Honolulu,HI,78657,Honolulu,39.742897,-93.761976,Condo,5,2.0,3702,12718,1968,56,583913.55,14/05/2024,700,157.73,626933.87,2024,11570.48,Barbara Hernandez,False,HI-HO-33444,Old
P-100284,10284,"7534 Willow Way, Apt 22E, Rockville, MD 67917",7534 Willow Way,Apt 22E,Rockville,MD,67917,Montgomery,23.10423,-104.791117,Condo,5,3.0,5677,15976,1991,33,1284145.67,15/12/2023,851,226.2,1046162.2,2022,9060.57,Matthew Williams,True,MD-MO-14250,Mid-age
P-100290,10290,"2324 Riverside Dr, Apt 3B, Fort Worth, TX 30366",2324 Riverside Dr,Apt 3B,Fort Worth,TX,30366,Tarrant,37.620813,-79.390926,Condo,3,4.5,3991,4908,1986,38,353488.12,25/02/2018,2970,88.57,354710.94,2024,7094.22,Jessica Torres,False,TX-TA-56346,Mid-age
P-100293,10293,"2274 Jefferson St, Apt 1E, Charleston, SC 14791",2274 Jefferson St,Apt 1E,Charleston,SC,14791,Charleston,33.173263,-94.910067,Condo,1,1.0,3147,3868,2007,17,781536.74,03/07/2016,3572,248.34,645645.29,2023,12054.35,Michael King,False,SC-CH-50957,New
P-100296,10296,"7404 Hillcrest Ave, Apt 8B, Albuquerque, NM 50952",7404 Hillcrest Ave,Apt 8B,Albuquerque,NM,50952,Bernalillo,29.806801,-139.761199,Condo,1,4.5,5251,7410,1931,93,754023.79,13/06/2018,2862,143.6,709146.38,2023,8314.53,Carol Rivera,False,NM-BE-71675,Old
P-100297,10297,"4327 Meadow Ln, Apt 5E, Manhattan, NY 61390",4327 Meadow Ln,Apt 5E,Manhattan,NY,61390,New York,25.858856,-77.197995,Townhouse,7,3.5,4313,12300,1923,101,649363.86,06/01/2025,463,150.56,587954.98,2023,12935.01,Charles Roberts,True,NY-NE-85324,Old
P-100298,10298,"6746 River Blvd, Apt 14D, Fort Lauderdale, FL 52712",6746 River Blvd,Apt 14D,Fort Lauderdale,FL,52712,Broward,35.737971,-150.829613,Condo,5,4.5,3883,13558,1972,52,306088.73,20/07/2023,999,78.83,295187.29,2023,3721.07,Nancy Wilson,False,FL-BR-87459,Old
P-100299,10299,"5706 Monroe Blvd, Apt 27E, Louisville, KY 32686",5706 Monroe Blvd,Apt 27E,Louisville,KY,32686,Jefferson,38.559225,-150.223187,Townhouse,7,4.5,1536,11238,1996,28,481068.58,22/01/2020,2274,313.2,398948.33,2023,4035.0,Betty Jones,True,KY-JE-99850,Mid-age
P-100301,10301,"5089 Summit Rd, Apt 8D, Louisville, KY 55123",5089 Summit Rd,Apt 8D,Louisville,KY,55123,Jefferson,47.242665,-106.302753,Townhouse,5,4.0,1644,6463,1927,97,407993.86,16/02/2020,2249,248.17,444864.21,2022,7313.68,Matthew Davis,False,KY-JE-14087,Old
P-100302,10302,"6559 Ridgewood Rd, Apt 21A, Baton Rouge, LA 60173",6559 Ridgewood Rd,Apt 21A,Baton Rouge,LA,60173,East Baton Rouge,31.759865,-119.138466,Condo,6,2.0,4490,6768,1944,80,553228.83,28/10/2016,3455,123.21,596018.1,2023,5871.5,Brian Rodriguez,True,LA-EA-19403,Old
P-100304,10304,"221 Orchard Ln, Apt 28C, Tulsa, OK 41031",221 Orchard Ln,Apt 28C,Tulsa,OK,41031,Tulsa,39.871445,-133.575211,Condo,5,3.5,874,1494,1992,32,496949.14,24/02/2022,1510,568.59,414430.39,2023,8098.32,Jennifer Martinez,False,OK-TU-78997,Mid-age
P-100306,10306,"5531 Willow Way, Apt 10E, Lexington, KY 56257",5531 Willow Way,Apt 10E,Lexington,KY,56257,Fayette,46.455405,-87.55458,Condo,2,1.0,6293,16084,2015,9,357175.26,24/06/2017,3216,56.76,346142.79,2022,5383.07,Donna Hernandez,True,KY-FA-96025,New
P-100307,10307,"4799 Orchard Ln, Apt 12B, San Antonio, TX 20814",4799 Orchard Ln,Apt 12B,San Antonio,TX,20814,Bexar,24.360765,-150.312983,Condo,3,2.0,5644,10247,1955,69,789129.54,14/02/2026,59,139.82,806828.73,2024,16136.57,Donna Mitchell,True,TX-BE-68543,Old
P-100308,10308,"3969 Orchard Ln, Apt 24C, Durham, NC 33699",3969 Orchard Ln,Apt 24C,Durham,NC,33699,Durham,42.183358,-82.004745,Townhouse,1,2.0,5478,8003,1983,41,707153.81,26/08/2021,1692,129.09,729153.6,2022,11613.96,Timothy Green,True,NC-DU-85727,Mid-age
P-100311,10311,"3293 Valley View Dr, Apt 20A, Baton Rouge, LA 98829",3293 Valley View Dr,Apt 20A,Baton Rouge,LA,98829,East Baton Rouge,39.292376,-141.347251,Condo,1,1.0,1156,1351,1972,52,196205.03,12/02/2025,426,169.73,197313.56,2023,2098.03,Charles Taylor,True,LA-EA-13106,Old
P-100315,10315,"114 Maple Dr, Apt 23D, Billings, MT 97111",114 Maple Dr,Apt 23D,Billings,MT,97111,Yellowstone,31.347821,-143.81015,Townhouse,4,1.0,4822,16415,2018,6,502729.97,23/05/2021,1787,104.26,463101.69,2024,8044.65,John Wright,True,MT-YE-60387,New
P-100317,10317,"5986 Orchard Ln, Apt 1A, Fort Lauderdale, FL 21123",5986 Orchard Ln,Apt 1A,Fort Lauderdale,FL,21123,Broward,44.458175,-118.895414,Condo,2,1.0,2181,2596,2012,12,897179.18,11/08/2023,977,411.36,849422.12,2022,14875.82,Carol Martin,True,FL-BR-68891,New
P-100318,10318,"1018 Valley View Dr, Apt 5A, Nashville, TN 15611",1018 Valley View Dr,Apt 5A,Nashville,TN,15611,Davidson,31.745958,-138.583999,Condo,4,5.0,1820,11312,1949,75,841356.33,13/11/2025,152,462.28,858720.17,2023,13607.26,Steven Flores,True,TN-DA-95037,Old
P-100319,10319,"918 Clearwater Ct, Apt 22E, Atlanta, GA 22752",918 Clearwater Ct,Apt 22E,Atlanta,GA,22752,Fulton,33.088892,-142.150023,Townhouse,1,1.5,1535,9680,1996,28,743356.67,23/10/2023,904,484.27,608759.33,2022,7983.6,Deborah Baker,True,GA-FU-25833,Mid-age
P-100320,10320,"2350 Ridgewood Rd, Apt 20D, Provo, UT 37948",2350 Ridgewood Rd,Apt 20D,Provo,UT,37948,Utah,41.252039,-105.401583,Townhouse,1,1.5,2843,5157,2016,8,443820.37,22/06/2018,2853,156.11,404310.68,2022,5362.75,Donna Williams,True,UT-UT-92863,New
P-100327,10327,"8648 Orchard Ln, Apt 2D, Philadelphia, PA 38369",8648 Orchard Ln,Apt 2D,Philadelphia,PA,38369,Philadelphia,36.676893,-84.181955,Condo,1,4.0,2620,6680,1961,63,458714.0,16/10/2023,911,175.08,489698.66,2024,9478.13,Kenneth Smith,True,PA-PH-15796,Old
P-100329,10329,"7960 Clearwater Ct, Apt 13C, Dallas, TX 31207",7960 Clearwater Ct,Apt 13C,Dallas,TX,31207,Dallas,39.637569,-82.360776,Townhouse,1,4.5,4399,6670,2010,14,436181.09,04/06/2017,3236,99.15,462991.2,2024,9259.82,Kevin Smith,False,TX-DA-19266,New
P-100330,10330,"635 Heritage Ln, Apt 13C, Columbia, SC 65823",635 Heritage Ln,Apt 13C,Columbia,SC,65823,Richland,40.951532,-96.269216,Townhouse,5,2.5,6208,7534,1999,25,807060.85,12/01/2018,3014,130.0,871361.79,2024,16855.51,Amanda White,False,SC-RI-24544,Mid-age
P-100334,10334,"5780 Willow Way, Apt 27E, Rockville, MD 68177",5780 Willow Way,Apt 27E,Rockville,MD,68177,Montgomery,40.549295,-155.13104,Condo,1,1.0,2503,11016,2002,22,703052.84,17/10/2019,2371,280.88,634742.64,2024,11071.11,Dorothy Nguyen,False,MD-MO-79489,Mid-age
P-100338,10338,"4848 Sunset Blvd, Apt 2E, Rockville, MD 84086",4848 Sunset Blvd,Apt 2E,Rockville,MD,84086,Montgomery,40.30641,-76.760587,Townhouse,6,1.5,4523,5179,1937,87,1113610.0,21/12/2024,479,246.21,993813.03,2023,15314.92,Joseph Lewis,True,MD-MO-52777,Old
P-100341,10341,"9720 Pine Rd, Apt 7B, Brooklyn, NY 28827",9720 Pine Rd,Apt 7B,Brooklyn,NY,28827,Kings,26.50627,-115.708658,Condo,3,1.5,5438,11594,1931,93,470187.55,13/02/2019,2617,86.46,505133.37,2023,11112.93,Ashley Rivera,True,NY-KI-27947,Old
P-100342,10342,"4842 Orchard Ln, Apt 29C, Cincinnati, OH 15535",4842 Orchard Ln,Apt 29C,Cincinnati,OH,15535,Hamilton,42.804179,-130.726618,Townhouse,3,4.5,5181,12774,1948,76,140935.21,03/04/2026,11,27.2,119260.39,2023,2322.28,Kevin Walker,True,OH-HA-97282,Old
P-100345,10345,"1648 Broadway, Apt 4B, Decatur, GA 81265",1648 Broadway,Apt 4B,Decatur,GA,81265,DeKalb,29.549082,-129.489692,Condo,3,3.5,1385,10140,1994,30,394270.91,02/09/2024,589,284.67,316942.28,2024,3605.86,Stephanie Young,True,GA-DE-31368,Mid-age
P-100346,10346,"8347 Madison Ave, Apt 23C, Queens, NY 34696",8347 Madison Ave,Apt 23C,Queens,NY,34696,Queens,42.070329,-108.396996,Condo,7,5.0,6437,15466,2009,15,2756735.57,02/01/2025,467,428.26,2550542.44,2022,56111.93,David Johnson,True,NY-QU-50838,New
P-100348,10348,"796 Lincoln Rd, Apt 6C, Saint Paul, MN 24131",796 Lincoln Rd,Apt 6C,Saint Paul,MN,24131,Ramsey,21.869007,-99.598371,Townhouse,1,4.5,1574,5719,1925,99,171672.94,18/10/2018,2735,109.07,137867.4,2022,2397.3,Joshua Wilson,True,MN-RA-36217,Old
P-100351,10351,"7733 Park Way, Apt 28D, Tampa, FL 78121",7733 Park Way,Apt 28D,Tampa,FL,78121,Hillsborough,24.601678,-90.68219,Condo,5,1.0,1273,6648,1983,41,210263.63,07/02/2023,1162,165.17,197034.63,2024,2313.99,Donald Anderson,True,FL-HI-48088,Mid-age
P-100358,10358,"561 Maple Dr, Apt 3A, San Jose, CA 26803",561 Maple Dr,Apt 3A,San Jose,CA,26803,Santa Clara,43.178755,-126.647719,Townhouse,1,3.5,3717,5311,1974,50,1502686.23,11/04/2022,1464,404.27,1387849.27,2022,22115.21,Sarah Thomas,False,CA-SA-87664,Old
P-100360,10360,"8101 River Blvd, Apt 10E, Miami, FL 98488",8101 River Blvd,Apt 10E,Miami,FL,98488,Miami-Dade,26.45657,-113.784368,Townhouse,2,3.0,3576,10719,1945,79,507622.33,12/10/2016,3471,141.95,554441.44,2022,10026.83,Andrew Wilson,True,FL-MI-16230,Old
P-100362,10362,"6888 Creekside Dr, Apt 18E, Chicago, IL 42933",6888 Creekside Dr,Apt 18E,Chicago,IL,42933,Cook,37.561543,-117.569111,Condo,2,1.0,5743,17266,1986,38,792913.65,25/10/2019,2363,138.07,753078.53,2024,15814.65,Deborah Robinson,True,IL-CO-93614,Mid-age
P-100363,10363,"9375 Cedar Ln, Apt 8D, Saint Paul, MN 78454",9375 Cedar Ln,Apt 8D,Saint Paul,MN,78454,Ramsey,26.317173,-116.763658,Condo,2,3.0,4166,10887,1960,64,790945.04,24/07/2025,264,189.86,783176.57,2023,8774.1,Charles Adams,True,MN-RA-88804,Old
P-100368,10368,"670 Cedar Ln, Apt 10B, Boise, ID 98027",670 Cedar Ln,Apt 10B,Boise,ID,98027,Ada,27.351409,-108.912672,Condo,6,3.5,6213,8212,1988,36,796223.29,31/08/2016,3513,128.15,742654.06,2022,14049.14,Betty Taylor,True,ID-AD-40862,Mid-age
P-100373,10373,"8196 Park Way, Apt 1C, Kansas City, MO 39423",8196 Park Way,Apt 1C,Kansas City,MO,39423,Jackson,39.909438,-140.422658,Condo,3,4.5,3729,5862,1975,49,787943.43,22/07/2019,2458,211.3,681311.03,2023,11391.86,Richard Clark,True,MO-JA-29129,Mid-age
P-100375,10375,"9225 Cedar Ln, Apt 6E, Miami, FL 16830",9225 Cedar Ln,Apt 6E,Miami,FL,16830,Miami-Dade,29.820857,-136.568795,Townhouse,5,1.0,643,4798,1984,40,603333.14,21/11/2022,1240,938.31,659598.28,2024,8212.54,Emily Williams,True,FL-MI-44116,Mid-age
P-100378,10378,"2000 Orchard Ln, Apt 19E, Saint Paul, MN 15346",2000 Orchard Ln,Apt 19E,Saint Paul,MN,15346,Ramsey,32.700272,-70.972783,Condo,4,4.5,4638,6481,2012,12,796165.85,23/11/2024,507,171.66,720435.58,2022,13269.04,Susan Hernandez,False,MN-RA-45755,New
P-100380,10380,"1428 Lakeshore Dr, Apt 26C, San Antonio, TX 96447",1428 Lakeshore Dr,Apt 26C,San Antonio,TX,96447,Bexar,33.71616,-102.332964,Condo,5,1.0,3298,4016,2003,21,605444.59,15/03/2021,1856,183.58,543371.17,2024,10867.42,Kenneth Rodriguez,True,TX-BE-16380,Mid-age
P-100383,10383,"3153 Summit Rd, Apt 10B, Wichita, KS 92665",3153 Summit Rd,Apt 10B,Wichita,KS,92665,Sedgwick,32.289453,-153.481886,Townhouse,4,2.5,5905,17148,2011,13,240954.37,23/09/2020,2029,40.81,230878.53,2024,3300.67,Charles Robinson,True,KS-SE-72601,New
P-100384,10384,"5021 Monroe Blvd, Apt 25E, Jacksonville, FL 78562",5021 Monroe Blvd,Apt 25E,Jacksonville,FL,78562,Duval,32.334893,-107.537395,Condo,1,1.0,4805,6568,1985,39,451432.55,22/03/2025,388,93.95,424074.36,2024,6285.52,Thomas Thompson,True,FL-DU-20717,Mid-age
P-100387,10387,"6010 Creekside Dr, Apt 25D, Aurora, CO 49669",6010 Creekside Dr,Apt 25D,Aurora,CO,49669,Arapahoe,23.322331,-145.245087,Condo,1,1.0,6301,9384,1923,101,551075.38,04/01/2019,2657,87.46,464857.57,2022,6149.82,Kevin Wright,True,CO-AR-49441,Old
P-100389,10389,"8221 Heritage Ln, Apt 16E, Pittsburgh, PA 14851",8221 Heritage Ln,Apt 16E,Pittsburgh,PA,14851,Allegheny,33.918658,-114.709216,Townhouse,6,4.5,2499,14201,1927,97,532080.87,20/07/2021,1729,212.92,517672.66,2024,4535.91,Carol Clark,False,PA-AL-25327,Old
P-100390,10390,"5781 Harbor View Blvd, Apt 24D, Boise, ID 67177",5781 Harbor View Blvd,Apt 24D,Boise,ID,67177,Ada,21.551384,-131.943062,Condo,4,3.5,4189,7991,1984,40,291367.83,08/08/2018,2806,69.56,262739.75,2024,4792.75,Melissa Nelson,True,ID-AD-48455,Mid-age
P-100392,10392,"397 Hillcrest Ave, Apt 9B, San Diego, CA 44184",397 Hillcrest Ave,Apt 9B,San Diego,CA,44184,San Diego,30.461663,-143.201325,Condo,1,1.5,3366,10421,1934,90,2333566.91,05/12/2024,495,693.28,2260279.92,2023,25075.24,Nancy Thompson,False,CA-SA-83010,Old
P-100395,10395,"6008 Monroe Blvd, Apt 3A, Pittsburgh, PA 29871",6008 Monroe Blvd,Apt 3A,Pittsburgh,PA,29871,Allegheny,40.959966,-110.920426,Condo,2,4.0,3986,10692,1978,46,862435.62,29/06/2020,2115,216.37,895537.8,2023,17306.16,Donald Martinez,False,PA-AL-77809,Mid-age
P-100397,10397,"5239 Hillcrest Ave, Apt 29C, Aurora, CO 11035",5239 Hillcrest Ave,Apt 29C,Aurora,CO,11035,Arapahoe,42.915594,-78.681859,Townhouse,2,4.0,4255,14804,1946,78,1365095.71,13/04/2019,2558,320.82,1414925.08,2024,18826.61,Matthew Adams,True,CO-AR-35859,Old
